FormNO,District,Age,Gender,Income,Education,Sevice_evaluation
1159,Nawalparasi,40,Male,10900,Inter/+2,Good
1160,Nawalparasi,59,Male,11600,Inter/+2,Good
1161,Nawalparasi,34,Male,11800,Inter/+2,Good
1162,Nawalparasi,49,Male,14400,SLC/SEE,Good
1163,Nawalparasi,20,Female,11100,Bachelor,Good
1164,Nawalparasi,18,Female,12300,Inter/+2,Ok
1165,Nawalparasi,20,Male,14100,Inter/+2,Good
1166,Nawalparasi,31,Female,12900,Inter/+2,Ok
1167,Nawalparasi,48,Male,10200,SLC/SEE,Good
1168,Nawalparasi,33,Male,13100,Inter/+2,Ok
1169,Nawalparasi,48,Male,14800,Inter/+2,Good
1170,Nawalparasi,62,Male,5100,SLC/SEE,Good
1171,Nawalparasi,18,Female,11500,Inter/+2,Good
1172,Nawalparasi,58,Male,12600,SLC/SEE,Good
1173,Nawalparasi,43,Male,13900,Bachelor,Good
1174,Nawalparasi,50,Female,10900,Below SLC/SEE,Ok
1175,Nawalparasi,53,Male,12900,Bachelor,Ok
1176,Nawalparasi,40,Female,11400,Below SLC/SEE,Good
1177,Nawalparasi,38,Female,10300,Bachelor,Ok
1178,Nawalparasi,65,Male,2600,SLC/SEE,Ok
1179,Nawalparasi,72,Male,6700,Below SLC/SEE,Good
1180,Nawalparasi,55,Female,10200,SLC/SEE,Good
1181,Nawalparasi,22,Female,13500,SLC/SEE,Good
1182,Nawalparasi,25,Male,10200,Bachelor,Ok
1183,Nawalparasi,48,Male,13000,Below SLC/SEE,Very Bad
1184,Nawalparasi,33,Male,10800,Inter/+2,Ok
1185,Nawalparasi,70,Female,4100,Below SLC/SEE,Bad
1186,Nawalparasi,48,Male,12600,Below SLC/SEE,Good
1187,Nawalparasi,30,Male,14700,SLC/SEE,Good
1188,Nawalparasi,30,Female,12400,Below SLC/SEE,Good
1189,Nawalparasi,25,Male,10000,SLC/SEE,Good
1190,Nawalparasi,19,Male,12300,SLC/SEE,Good
1191,Nawalparasi,21,Female,12400,Inter/+2,Good
1192,Nawalparasi,19,Male,13000,Inter/+2,Very Good
1193,Nawalparasi,25,Male,13600,Bachelor,Good
1194,Nawalparasi,17,Male,11700,SLC/SEE,Good
1195,Nawalparasi,20,Male,14000,Bachelor,Good
1196,Nawalparasi,19,Male,13200,SLC/SEE,Ok
1197,Nawalparasi,26,Female,13900,Masters and above,Very Good
1198,Nawalparasi,45,Male,12800,Masters and above,Ok
1199,Nawalparasi,20,Female,12200,SLC/SEE,Ok
1200,Nawalparasi,34,Male,11800,SLC/SEE,Good
1288,Nawalparasi,27,Male,13800,SLC/SEE,Good
1289,Nawalparasi,35,Male,12600,SLC/SEE,Good
1290,Nawalparasi,35,Male,13800,Below SLC/SEE,Good
1291,Nawalparasi,27,Male,11600,SLC/SEE,Ok
1292,Nawalparasi,63,Male,4200,Below SLC/SEE,Bad
1293,Nawalparasi,62,Male,6300,Below SLC/SEE,Good
1294,Nawalparasi,56,Male,12800,Below SLC/SEE,Very Good
1295,Nawalparasi,44,Male,10400,Below SLC/SEE,Very Good
1320,Nawalparasi,18,Male,14500,Inter/+2,Ok
1321,Nawalparasi,28,Female,13100,SLC/SEE,Ok
1322,Nawalparasi,38,Female,10400,SLC/SEE,Ok
1323,Nawalparasi,20,Female,12700,Below SLC/SEE,Ok
1324,Nawalparasi,46,Male,12000,SLC/SEE,Very Good
1325,Nawalparasi,45,Female,10400,SLC/SEE,Very Good
1326,Nawalparasi,55,Male,14200,Below SLC/SEE,Very Good
1327,Nawalparasi,40,Male,13600,SLC/SEE,Good
1328,Nawalparasi, ,Male,14200,Below SLC/SEE,Ok
1329,Nawalparasi,60,Male,3600,Below SLC/SEE,Good
1330,Nawalparasi,45,Male,12600,Inter/+2,Good
1331,Nawalparasi,36,Male,14600,SLC/SEE,Very Good
1332,Nawalparasi,65,Male,3400,Below SLC/SEE,Very Good
1333,Nawalparasi,60,Male,5800,SLC/SEE,Ok
1334,Nawalparasi,50,Male,11600,Below SLC/SEE,Ok
1335,Nawalparasi,55,Female,12700,SLC/SEE,Ok
1336,Nawalparasi,31,Male,14100,Bachelor,Very Good
1337,Nawalparasi,18,Male,14300,Bachelor,Ok
1338,Nawalparasi,72,Male,6200,SLC/SEE,Ok
1339,Nawalparasi,47,Male,10200,Below SLC/SEE,Very Good
1340,Nawalparasi,43,Male,13600,Bachelor,Ok
1341,Nawalparasi,18,Male,11800,SLC/SEE,Good
1342,Nawalparasi,18,Male,10400,Bachelor,Ok
1343,Nawalparasi,45,Male,13100,Bachelor,Very Good
1344,Nawalparasi,58,Male,13800,SLC/SEE,Ok
1345,Nawalparasi,22,Male,11500,Bachelor,Ok
1346,Nawalparasi,47,Male,14900,SLC/SEE,Ok
1347,Nawalparasi,60,Male,6100,SLC/SEE,Ok
1348,Nawalparasi,45,Male,12800,SLC/SEE,Ok
1349,Nawalparasi,50,Male,14100,SLC/SEE,Very Good
1350,Nawalparasi,30,Male,11400,Bachelor,Ok
1351,Nawalparasi,45,Male,12000,SLC/SEE,Ok
1352,Nawalparasi,65,Male,2900,SLC/SEE,Ok
1353,Nawalparasi,19,Male,13300,SLC/SEE,Very Good
1354,Nawalparasi,65,Male,5000,Bachelor,Very Good
1355,Nawalparasi,53,Male,14800,Bachelor,Very Good
1356,Nawalparasi,45,Male,11100,Inter/+2,Ok
1357,Nawalparasi,36,Male,11900,SLC/SEE,Very Good
1358,Nawalparasi,38,Female,11500,Below SLC/SEE,Bad
1359,Nawalparasi,17,Male,11600,SLC/SEE,Ok
1360,Nawalparasi,35,Male,14700,SLC/SEE,Ok
1361,Nawalparasi,15,Male,12300,SLC/SEE,Very Bad
1362,Nawalparasi,18,Male,14700,SLC/SEE,Good
1363,Nawalparasi,23,Male,11800,SLC/SEE,Ok
1364,Nawalparasi,47,Male,14200,Below SLC/SEE,Ok
1365,Nawalparasi,62,Male,6400,SLC/SEE,Very Good
1366,Nawalparasi,45,Male,12700,SLC/SEE,Ok
1367,Nawalparasi,18,Male,11900,SLC/SEE,Ok
1368,Nawalparasi,56,Male,14500,Below SLC/SEE,Ok
1369,Nawalparasi,20,Male,14000,Below SLC/SEE,Bad
1370,Nawalparasi,13,Male,13000,SLC/SEE,Ok
1371,Nawalparasi,28,Male,12200,SLC/SEE,Good
1372,Nawalparasi,62,Male,2500,Inter/+2,Very Good
1373,Nawalparasi,70,Male,3400,Below SLC/SEE,Ok
1374,Nawalparasi,25,Male,13300,SLC/SEE,Ok
1375,Nawalparasi,28,Male,13600,SLC/SEE,Ok
1376,Nawalparasi,44,Male,13900,SLC/SEE,Good
1377,Nawalparasi,52,Male,14300,Below SLC/SEE,Ok
1378,Nawalparasi, ,Male,10600,SLC/SEE,Very Good
1379,Nawalparasi, ,Male,14000,SLC/SEE,Ok
1380,Nawalparasi,43,Male,14900,SLC/SEE,Ok
1381,Nawalparasi,18,Male,13600,Below SLC/SEE,Bad
1382,Nawalparasi,19,Male,10700,SLC/SEE,Bad
1383,Nawalparasi,61,Male,2800,SLC/SEE,Very Good
1384,Nawalparasi,65,Male,3200,SLC/SEE,Very Good
1385,Nawalparasi,19,Male,14400,SLC/SEE,Good
1386,Nawalparasi,50,Male,14400,SLC/SEE,Very Good
1387,Nawalparasi,60,Male,4400,SLC/SEE,Very Good
1388,Nawalparasi,35,Male,10900,Below SLC/SEE,Bad
1389,Nawalparasi,55,Male,13400,SLC/SEE,Good
1390,Nawalparasi,37,Male,12400,Below SLC/SEE,Very Good
1391,Nawalparasi,42,Male,13300,SLC/SEE,Very Good
1392,Nawalparasi,38,Male,11800,SLC/SEE,Very Good
1393,Nawalparasi,45,Male,11800,SLC/SEE,Ok
1394,Nawalparasi,25,Male,11300,SLC/SEE,Bad
1395,Nawalparasi,18,Male,11800,Inter/+2,Ok
1396,Nawalparasi,65,Male,6900,Below SLC/SEE,Ok
1397,Nawalparasi,20,Male,10900,SLC/SEE,Ok
1398,Nawalparasi,19,Male,13800,SLC/SEE,Very Good
1399,Nawalparasi,55,Male,13100,SLC/SEE,Ok
1400,Nawalparasi,50,Male,14200,Below SLC/SEE,Good
1401,Nawalparasi,65,Male,4700,SLC/SEE,Good
1402,Nawalparasi,50,Male,12400,SLC/SEE,Good
1403,Nawalparasi,40,Male,13300,SLC/SEE,Very Good
1404,Nawalparasi,21,Male,14400,SLC/SEE,Ok
1405,Nawalparasi,56,Female,13700,SLC/SEE,Bad
1406,Nawalparasi,34,Male,12500,SLC/SEE,Good
1407,Nawalparasi,50,Male,11700,Bachelor,Very Good
1408,Nawalparasi,46,Male,10600,SLC/SEE,Good
1409,Nawalparasi,40,Male,13400,SLC/SEE,Ok
1410,Nawalparasi,69,Male,7000,Below SLC/SEE,Very Good
1411,Nawalparasi,22,Male,10700,Inter/+2,Very Good
1412,Nawalparasi,65,Male,6600,SLC/SEE,Good
1413,Nawalparasi,45,Male,14900,SLC/SEE,Very Good
1414,Nawalparasi,43,Male,13700,Bachelor,Very Good
1415,Nawalparasi,18,Male,11300,SLC/SEE,Ok
1416,Nawalparasi,27,Male,13200,SLC/SEE,Ok
1417,Nawalparasi,42,Male,13000,Inter/+2,Ok
1418,Nawalparasi,43,Male,13300,SLC/SEE,Very Bad
1419,Nawalparasi,55,Male,12200,Below SLC/SEE,Bad
1420,Nawalparasi,57,Male,14700,SLC/SEE,Ok
1421,Nawalparasi,30,Male,14100,Bachelor,Bad
1422,Nawalparasi,49,Male,13700,SLC/SEE,Very Good
1423,Nawalparasi,68,Male,5100,Below SLC/SEE,Very Good
1424,Nawalparasi,37,Male,10600,SLC/SEE,Very Good
1425,Nawalparasi,44,Male,14000,SLC/SEE,Very Good
1426,Nawalparasi,42,Male,10300,Bachelor,Very Good
1427,Nawalparasi,28,Male,11200,SLC/SEE,Very Good
1428,Nawalparasi, ,Male,13500,SLC/SEE,Very Good
1429,Nawalparasi,55,Male,10900,SLC/SEE,Very Good
1430,Nawalparasi,36,Male,13300,SLC/SEE,Very Good
1431,Nawalparasi,46,Male,10400,Inter/+2,Ok
1432,Nawalparasi,20,Male,11800,SLC/SEE,Very Good
1433,Nawalparasi,24,Male,14700,SLC/SEE,Good
1434,Nawalparasi, ,Male,10500,Bachelor,Good
1435,Nawalparasi,58,Male,12700,SLC/SEE,Ok
1436,Nawalparasi,34,Male,11300,SLC/SEE,Very Good
1437,Nawalparasi, ,Male,14700,SLC/SEE,Very Good
1438,Nawalparasi, ,Male,14200,SLC/SEE,Good
1439,Nawalparasi,29,Male,12600,SLC/SEE,Very Good
1440,Nawalparasi, ,Male,13900,Below SLC/SEE,Very Bad
1441,Nawalparasi,48,Male,11700,Below SLC/SEE,Good
1442,Nawalparasi,78,Male,3400,Below SLC/SEE,Ok
1443,Nawalparasi,35,Male,10800,SLC/SEE,Ok
1444,Nawalparasi,19,Male,10100,Bachelor,Good
1445,Nawalparasi,30,Female,10900,SLC/SEE,Ok
1446,Nawalparasi,22,Male,13900,Bachelor,Ok
1447,Nawalparasi,57,Male,12700,SLC/SEE,Ok
1448,Nawalparasi,45,Female,10500,Below SLC/SEE,Good
1449,Nawalparasi,42,Female,10600,Below SLC/SEE,Ok
1450,Nawalparasi,42,Male,10300,SLC/SEE,Ok
1451,Nawalparasi,25,Male,14000,SLC/SEE,Ok
1452,Nawalparasi,20,Male,12800,SLC/SEE,Good
1453,Nawalparasi,21,Female,14300,SLC/SEE,Ok
1454,Nawalparasi,26,Male,13500,Inter/+2,Ok
1455,Nawalparasi,45,Female,10300,Below SLC/SEE,Ok
1456,Nawalparasi,35,Female,11700,Below SLC/SEE,Ok
1457,Nawalparasi,21,Male,14400,SLC/SEE,Ok
1458,Nawalparasi,21,Male,14400,SLC/SEE,Ok
1459,Nawalparasi,36,Female,11800,Below SLC/SEE,Ok
1460,Nawalparasi,23,Male,13300,SLC/SEE,Ok
1461,Nawalparasi,32,Male,14800,SLC/SEE,Ok
1462,Nawalparasi,37,Female,11300,SLC/SEE,Ok
1463,Nawalparasi,54,Male,12000,SLC/SEE,Very Good
1464,Nawalparasi,26,Female,11800,SLC/SEE,Ok
1465,Nawalparasi,21,Male,11400,Bachelor,Ok
1466,Nawalparasi,48,Female,14100,Below SLC/SEE,Good
1467,Nawalparasi,24,Female,11400,SLC/SEE,Ok
1468,Nawalparasi,42,Female,14300,Below SLC/SEE,Ok
1469,Nawalparasi,46,Female,11100,SLC/SEE,Ok
1470,Nawalparasi,36,Female,11300,SLC/SEE,Good
1471,Nawalparasi,36,Female,11200,Inter/+2,Very Good
1472,Nawalparasi,47,Female,10600,SLC/SEE,Ok
1473,Nawalparasi,54,Male,14400,SLC/SEE,Good
1474,Nawalparasi,20,Female,14100,SLC/SEE,Good
1475,Nawalparasi,20,Female,14000,Bachelor,Good
1476,Nawalparasi,28,Female,13600,Masters and above,Good
1477,Nawalparasi,26,Male,14900,SLC/SEE,Ok
1478,Nawalparasi,53,Female,10300,Below SLC/SEE,Ok
1479,Nawalparasi,32,Female,13300,SLC/SEE,Ok
1480,Nawalparasi,20,Male,14200,Bachelor,Good
1481,Nawalparasi,23,Male,11300,SLC/SEE,Good
1482,Nawalparasi,55,Male,12500,Inter/+2,Ok
1483,Nawalparasi,22,Female,12300,Bachelor,Good
1484,Nawalparasi,76,Male,6000,Below SLC/SEE,Good
1485,Nawalparasi,25,Male,10500,Inter/+2,Ok
1486,Nawalparasi,66,Male,4000,SLC/SEE,Ok
1487,Nawalparasi,44,Male,10800,Below SLC/SEE,Ok
1488,Nawalparasi,22,Male,12500,Inter/+2,Ok
1489,Nawalparasi,25,Male,11400,Bachelor,Ok
1490,Nawalparasi, ,Male,11300,SLC/SEE,Good
1491,Nawalparasi,43,Male,14600,SLC/SEE,Ok
1492,Nawalparasi,50,Male,13700,SLC/SEE,Bad
1493,Nawalparasi,46,Male,14400,SLC/SEE,Ok
1494,Nawalparasi,46,Female,13000,Below SLC/SEE,Ok
1495,Nawalparasi,59,Male,11200,SLC/SEE,Ok
1496,Nawalparasi,37,Female,13100,Below SLC/SEE,Ok
1497,Nawalparasi,30,Female,10300,SLC/SEE,Ok
1498,Nawalparasi,52,Male,11300,SLC/SEE,Good
1499,Nawalparasi,38,Female,11300,Below SLC/SEE,Ok
1500,Nawalparasi,17,Female,13700,SLC/SEE,Ok
1501,Nawalparasi,25,Female,14100,SLC/SEE,Ok
1502,Nawalparasi,38,Male,11400,Bachelor,Ok
1503,Nawalparasi,20,Male,14200,Bachelor,Very Good
1504,Nawalparasi,24,Male,13700,SLC/SEE,Ok
1505,Nawalparasi,25,Female,11400,Below SLC/SEE,Ok
1506,Nawalparasi,71,Female,5900,Below SLC/SEE,Good
1507,Nawalparasi,23,Male,14400,SLC/SEE,Ok
1508,Nawalparasi,50,Female,10800,SLC/SEE,Very Good
1509,Nawalparasi,21,Female,13300,Inter/+2,Ok
1510,Nawalparasi,19,Female,14300,Below SLC/SEE,Ok
1511,Nawalparasi,15,Female,11400,SLC/SEE,Good
1512,Nawalparasi,40,Male,12100,SLC/SEE,Very Good
1513,Nawalparasi,22,Female,10900,Bachelor,Good
1514,Nawalparasi,16,Female,12700,SLC/SEE,Very Good
1515,Nawalparasi,41,Male,10000,SLC/SEE,Ok
1516,Nawalparasi,53,Male,13100,SLC/SEE,Good
1517,Nawalparasi,25,Female,12800,SLC/SEE,Good
1518,Nawalparasi,22,Female,14500,SLC/SEE,Good
1519,Nawalparasi,18,Female,14400,SLC/SEE,Good
1520,Nawalparasi,24,Female,10000,SLC/SEE,Good
1521,Nawalparasi,61,Male,6400,SLC/SEE,Good
1522,Nawalparasi,70,Female,3100,Below SLC/SEE,Good
1523,Nawalparasi,26,Male,13200,Masters and above,Good
1524,Nawalparasi,52,Female,14700,Below SLC/SEE,Good
1525,Nawalparasi,21,Female,11700,Bachelor,Good
1526,Nawalparasi,34,Female,10800,SLC/SEE,Good
1527,Nawalparasi,21,Female,13800,Bachelor,Good
1528,Nawalparasi,45,Female,10600,SLC/SEE,Bad
1529,Nawalparasi,31,Female,10300,Below SLC/SEE,Good
1530,Nawalparasi,20,Female,15000,Inter/+2,Good
1531,Nawalparasi,69,Female,6800,Below SLC/SEE,Good
1532,Nawalparasi,32,Male,14200,SLC/SEE,Good
1533,Nawalparasi,43,Female,12200,Below SLC/SEE,Ok
1534,Nawalparasi,48,Male,11000,SLC/SEE,Ok
1535,Nawalparasi,46,Male,14100,SLC/SEE,Ok
1536,Nawalparasi,24,Female,12000,Masters and above,Good
1537,Nawalparasi,31,Female,10500,Below SLC/SEE,Good
1538,Nawalparasi,54,Female,12900,SLC/SEE,Good
1539,Nawalparasi,53,Male,10100,Inter/+2,Good
1540,Nawalparasi,55,Female,13700,Below SLC/SEE,Good
1541,Nawalparasi,19,Male,14400,SLC/SEE,Good
1542,Nawalparasi,29,Female,11700,SLC/SEE,Good
1543,Nawalparasi,37,Female,11900,SLC/SEE,Good
1544,Nawalparasi,53,Male,13800,Below SLC/SEE,Good
1545,Nawalparasi,57,Male,12400,SLC/SEE,Good
1546,Nawalparasi,56,Male,13000,SLC/SEE,Good
1547,Nawalparasi,42,Female,13200,Inter/+2,Very Good
1548,Nawalparasi,51,Female,11500,Below SLC/SEE,Very Good
1549,Nawalparasi,37,Female,14200,SLC/SEE,Good
1550,Nawalparasi,24,Female,12800,Masters and above,Very Good
1551,Nawalparasi,42,Female,10900,SLC/SEE,Good
1552,Nawalparasi,19,Female,13400,SLC/SEE,Good
1553,Nawalparasi,42,Female,11200,SLC/SEE,Good
1554,Nawalparasi,36,Male,13000,Inter/+2,Good
1555,Nawalparasi,19,Female,13700,Inter/+2,Good
1556,Nawalparasi,25,Female,13200,Bachelor,Good
1557,Nawalparasi,23,Female,12500,SLC/SEE,Bad
1558,Nawalparasi,42,Male,14300,SLC/SEE,Good
1559,Nawalparasi,24,Male,13200,Inter/+2,Good
1560,Nawalparasi,40,Male,11000,Inter/+2,Good
1561,Nawalparasi,75,Female,6600,SLC/SEE,Ok
1562,Nawalparasi,47,Male,12200,Inter/+2,Ok
1563,Nawalparasi,23,Female,11700,SLC/SEE,Ok
1564,Nawalparasi,32,Male,11400,SLC/SEE,Ok
1565,Nawalparasi,29,Male,10400,Inter/+2,Ok
1566,Nawalparasi,21,Female,11700,Inter/+2,Good
1567,Nawalparasi,50,Female,11300,Inter/+2,Very Good
1568,Nawalparasi,30,Male,13000,Inter/+2,Very Good
1569,Nawalparasi,25,Male,13600,SLC/SEE,Good
1570,Nawalparasi,51,Male,10500,SLC/SEE,Ok
1571,Nawalparasi,45,Male,14400,Bachelor,Ok
1572,Nawalparasi,24,Male,10600,Below SLC/SEE,Very Good
1573,Nawalparasi,19,Female,10600,SLC/SEE,Good
1574,Nawalparasi,49,Male,11000,SLC/SEE,Very Good
1575,Nawalparasi,45,Female,13400,Below SLC/SEE,Good
1576,Nawalparasi,45,Female,13000,Below SLC/SEE,Ok
1577,Nawalparasi,19,Male,13500,Inter/+2,Good
1578,Nawalparasi,20,Female,14400,Inter/+2,Good
1579,Nawalparasi,40,Male,14900,SLC/SEE,Ok
1580,Nawalparasi,25,Male,12900,Below SLC/SEE,Ok
1581,Nawalparasi,60,Male,3300,SLC/SEE,Good
1582,Nawalparasi,45,Male,13700,SLC/SEE,Ok
1583,Nawalparasi,23,Male,11700,Masters and above,Ok
1584,Nawalparasi,82,Male,4300,SLC/SEE,Ok
1585,Nawalparasi,28,Female,10900,Inter/+2,Ok
1586,Nawalparasi,50,Male,12900,SLC/SEE,Good
1587,Nawalparasi,62,Male,5600,Below SLC/SEE,Ok
1588,Nawalparasi,50,Male,11200,Below SLC/SEE,Ok
1589,Nawalparasi,19,Female,13500,Bachelor,Ok
1590,Nawalparasi,46,Female,13000,Below SLC/SEE,Good
1591,Nawalparasi,25,Female,10500,Bachelor,Good
1592,Nawalparasi,30,Female,11100,SLC/SEE,Good
1593,Nawalparasi,35,Female,14100,Below SLC/SEE,Bad
1594,Nawalparasi,45,Female,14400,Below SLC/SEE,Good
1595,Nawalparasi,55,Male,12500,SLC/SEE,Good
1596,Nawalparasi,60,Male,3900,SLC/SEE,Ok
1597,Nawalparasi,69,Male,2900,Below SLC/SEE,Ok
1598,Nawalparasi,40,Female,10600,Below SLC/SEE,Good
1599,Nawalparasi,28,Male,10200,SLC/SEE,Ok
1600,Nawalparasi,51,Male,10100,SLC/SEE,Good
1601,Nawalparasi,65,Male,6000,Below SLC/SEE,Ok
1602,Nawalparasi,28,Female,12800,SLC/SEE,Good
1603,Nawalparasi,45,Female,10000,Below SLC/SEE,Good
1604,Nawalparasi,40,Female,12500,Below SLC/SEE,Good
1605,Nawalparasi, ,Male,11500,SLC/SEE,Ok
1606,Nawalparasi, ,Female,13600,Below SLC/SEE,Good
1607,Nawalparasi,53,Male,11300,Inter/+2,Good
1608,Nawalparasi,40,Female,10600,Below SLC/SEE,Good
1609,Nawalparasi,17,Female,13800,SLC/SEE,Good
1610,Nawalparasi,45,Female,11500,Below SLC/SEE,Good
1611,Nawalparasi,16,Female,11000,SLC/SEE,Good
1612,Nawalparasi,17,Female,11600,Inter/+2,Good
1613,Nawalparasi,51,Female,12600,Below SLC/SEE,Very Good
1614,Nawalparasi,34,Female,14000,SLC/SEE,Good
1615,Nawalparasi,37,Female,11600,Below SLC/SEE,Good
1616,Nawalparasi,20,Male,11900,SLC/SEE,Good
1617,Nawalparasi,30,Male,14600,SLC/SEE,Good
1618,Nawalparasi,39,Male,14800,SLC/SEE,Good
1619,Nawalparasi,28,Female,13800,Inter/+2,Good
1620,Nawalparasi,32,Male,12400,SLC/SEE,Good
1621,Nawalparasi,32,Male,14700,SLC/SEE,Good
1622,Nawalparasi,62,Male,5000,SLC/SEE,Ok
1623,Nawalparasi,34,Male,11300,SLC/SEE,Ok
1624,Nawalparasi,32,Male,11300,SLC/SEE,Good
1625,Nawalparasi,60,Male,6100,Bachelor,Ok
1626,Nawalparasi,46,Female,13100,Below SLC/SEE,Ok
1627,Nawalparasi,40,Male,14500,Below SLC/SEE,Good
1628,Nawalparasi,42,Female,14100,Below SLC/SEE,Ok
1629,Nawalparasi,44,Female,11400,Below SLC/SEE,Ok
1630,Nawalparasi,62,Male,5800,Inter/+2,Ok
1631,Nawalparasi,63,Male,3600,SLC/SEE,Ok
1632,Nawalparasi,51,Male,13400,SLC/SEE,Ok
1633,Nawalparasi,21,Female,12800,Masters and above,Good
1634,Nawalparasi,36,Male,14300,SLC/SEE,Ok
1635,Nawalparasi,40,Male,11300,Inter/+2,Ok
1636,Nawalparasi,48,Male,12700,SLC/SEE,Ok
1637,Nawalparasi,16,Female,13800,Inter/+2,Good
1638,Nawalparasi,60,Male,5500,Below SLC/SEE,Ok
1639,Nawalparasi,80,Female,3500,Below SLC/SEE,Ok
1640,Nawalparasi,19,Male,10500,Inter/+2,Ok
1641,Nawalparasi,60,Male,4800,Below SLC/SEE,Bad
1642,Nawalparasi,34,Male,10500,SLC/SEE,Good
1643,Nawalparasi,67,Female,6400,Below SLC/SEE,Ok
1644,Nawalparasi,34,Male,12400,Below SLC/SEE,Ok
1645,Nawalparasi,50,Male,13500,Below SLC/SEE,Good
1646,Nawalparasi,40,Male,11800,Below SLC/SEE,Ok
1647,Nawalparasi,43,Male,12500,Bachelor,Ok
1648,Nawalparasi,38,Male,12100,SLC/SEE,Ok
1649,Nawalparasi,50,Male,11500,SLC/SEE,Bad
1650,Nawalparasi,75,Male,3300,SLC/SEE,Ok
1651,Nawalparasi,24,Male,14500,SLC/SEE,Bad
1652,Nawalparasi,30,Male,10800,Bachelor,Good
1653,Nawalparasi,45,Female,14800,Below SLC/SEE,Ok
1654,Nawalparasi,41,Female,10000,SLC/SEE,Good
1655,Nawalparasi,50,Male,10300,Bachelor,Ok
1656,Nawalparasi,28,Male,12600,Below SLC/SEE,Ok
1657,Nawalparasi,22,Male,12800,SLC/SEE,Ok
1658,Nawalparasi,45,Female,12000,Below SLC/SEE,Ok
1659,Nawalparasi,80,Male,3500,Below SLC/SEE,Ok
1660,Nawalparasi,55,Male,14300,Inter/+2,Ok
1661,Nawalparasi,28,Male,13400,Inter/+2,Ok
1662,Nawalparasi, ,Female,14000,Bachelor,Ok
1663,Nawalparasi,60,Male,3500,Below SLC/SEE,Ok
1664,Nawalparasi,32,Male,14200,Bachelor,Ok
1665,Nawalparasi,70,Male,6300,SLC/SEE,Ok
1666,Nawalparasi,60,Male,4600,SLC/SEE,Ok
1667,Nawalparasi,60,Male,6000,SLC/SEE,Ok
1668,Nawalparasi,46,Female,11900,Below SLC/SEE,Ok
1669,Nawalparasi,55,Female,12900,Below SLC/SEE,Very Bad
1670,Nawalparasi,38,Male,14700,Below SLC/SEE,Ok
1671,Nawalparasi,55,Male,13000,SLC/SEE,Ok
1672,Nawalparasi,50,Male,10400,SLC/SEE,Ok
1673,Nawalparasi,24,Male,10500,SLC/SEE,Ok
1674,Nawalparasi,65,Female,6600,Below SLC/SEE,Ok
1675,Nawalparasi,41,Male,13500,SLC/SEE,Ok
1676,Nawalparasi,19,Female,12300,Inter/+2,Ok
1677,Nawalparasi,41,Male,13100,Below SLC/SEE,Ok
1678,Nawalparasi,59,Male,12200,SLC/SEE,Ok
1679,Nawalparasi,22,Female,12000,Bachelor,Ok
1680,Nawalparasi,42,Male,11300,SLC/SEE,Ok
